6.  0.6   
10. 0.55 
14. 0.4  
16. 0.2  
20. 0.3  
25. 0.65 
30. 1.0  
35. 1.3  
40. 1.45  
45. 1.6   
50. 1.55
55. 1.2  
60. 0.95  
65. 1.2   
70. 1.4 
80. 2.0  
90. 2.8 

 
  
 
 
 
  
 
 
  
  
  
 
  
  
 
 
 
