 50.00  , +2.92 , +1.07 
 40.534 , +3.45 , +0.91 
 40.013 , +3.29 , +0.94 
 35.944 , +2.67 , +0.82 
 25.013 , +1.47 ,  +0.92
 15.004 , +0.76 , 1.29  
 15.005 , +0.82 , 1.45
  
